frame_id,timestamp_sec,timestamp_nanosec,longitudinal_velocity,lateral_velocity,heading_rate
base_link,384,83396289,0.0,-0.0,-3.195792669430375e-05
base_link,384,116729628,0.0,-0.0,-3.195792669430375e-05
base_link,384,150062967,0.0,-0.0,-3.195792669430375e-05
base_link,384,183396305,0.0,-0.0,-3.195792669430375e-05
base_link,384,216729644,0.0,-0.0,-3.195792669430375e-05
base_link,384,250062983,0.0,-0.0,-3.195792669430375e-05
base_link,384,283396322,0.0,-0.0,-3.195792669430375e-05
base_link,384,316729661,0.0,-0.0,-3.195792669430375e-05
base_link,384,350062999,0.0,-0.0,-3.195792669430375e-05
base_link,384,383396338,0.0,-0.0,-3.195792669430375e-05
base_link,384,416729677,0.0,-0.0,-3.195792669430375e-05
base_link,384,450063016,0.0,-0.0,-3.195792669430375e-05
base_link,384,483396355,0.0,-0.0,-3.195792669430375e-05
base_link,384,516729693,0.0,-0.0,-3.195792669430375e-05
base_link,384,550063032,0.0,-0.0,-3.195792669430375e-05
base_link,384,583396371,0.0,-0.0,-3.195792669430375e-05
base_link,384,616729710,0.0,-0.0,-3.195792669430375e-05
base_link,384,650063049,0.0,-0.0,-3.195792669430375e-05
base_link,384,683396387,0.0,-0.0,-3.195792669430375e-05
base_link,384,716729726,0.0,-0.0,-3.195792669430375e-05
base_link,384,750063065,0.0,-0.0,-3.195792669430375e-05
base_link,384,783396404,0.0,-0.0,-3.195792669430375e-05
base_link,384,816729743,0.0,-0.0,-3.195792669430375e-05
base_link,384,850063081,0.0,-0.0,-3.195792669430375e-05
base_link,384,883396420,0.0,-0.0,-3.195792669430375e-05
base_link,384,916729759,0.0,-0.0,-3.195792669430375e-05
base_link,384,950063098,0.0,-0.0,-3.195792669430375e-05
base_link,384,983396437,0.0,-0.0,-3.195792669430375e-05
base_link,385,16729775,0.0,-0.0,-3.195792669430375e-05
base_link,385,50063114,0.0,-0.0,-3.195792669430375e-05
base_link,385,83396453,0.0,-0.0,-3.195792669430375e-05
base_link,385,116729792,0.0,-0.0,-3.195792669430375e-05
base_link,385,150063131,0.0,-0.0,-3.195792669430375e-05
base_link,385,183396469,0.0,-0.0,-3.195792669430375e-05
base_link,385,216729808,0.0,-0.0,-3.195792669430375e-05
base_link,385,250063147,0.0,-0.0,-3.195792669430375e-05
base_link,385,283396486,0.0,-0.0,-3.195792669430375e-05
base_link,385,316729824,0.0,-0.0,-3.195792669430375e-05
base_link,385,350063163,0.0,-0.0,-3.195792669430375e-05
base_link,385,383396502,0.0,-0.0,-3.195792669430375e-05
base_link,385,416729841,0.0,-0.0,-3.195792669430375e-05
base_link,385,450063180,0.0,-0.0,-3.195792669430375e-05
base_link,385,483396518,0.0,-0.0,-3.195792669430375e-05
base_link,385,516729857,0.0,-0.0,-3.195792669430375e-05
base_link,385,550063196,0.0,-0.0,-3.195792669430375e-05
base_link,385,583396535,0.0,-0.0,-3.195792669430375e-05
base_link,385,616729874,0.0,-0.0,-3.195792669430375e-05
base_link,385,650063212,0.0,-0.0,-3.195792669430375e-05
base_link,385,683396551,0.0,-0.0,-3.195792669430375e-05
base_link,385,716729890,0.0,-0.0,-3.195792669430375e-05
base_link,385,750063229,0.0,-0.0,-3.195792669430375e-05
base_link,385,783396568,0.0,-0.0,-3.195792669430375e-05
base_link,385,816729906,0.0,-0.0,-3.195792669430375e-05
base_link,385,850063245,0.0,-0.0,-3.195792669430375e-05
base_link,385,883396584,0.0,-0.0,-3.195792669430375e-05
base_link,385,916729923,0.0,-0.0,-3.195792669430375e-05
base_link,385,950063262,0.0,-0.0,-3.195792669430375e-05
base_link,385,983396600,0.0,-0.0,-3.195792669430375e-05
base_link,386,16729939,0.0,-0.0,-3.195792669430375e-05
base_link,386,50063278,0.0,-0.0,-3.195792669430375e-05
base_link,386,83396617,0.0,-0.0,-3.195792669430375e-05
base_link,386,116729956,0.0,-0.0,-3.195792669430375e-05
base_link,386,150063294,0.0,-0.0,-3.195792669430375e-05
base_link,386,183396633,0.0,-0.0,-3.195792669430375e-05
base_link,386,216729972,0.0,-0.0,-3.195792669430375e-05
base_link,386,250063311,0.0,-0.0,-3.195792669430375e-05
base_link,386,283396650,0.0,-0.0,-3.195792669430375e-05
base_link,386,316729988,0.0,-0.0,-3.195792669430375e-05
base_link,386,350063327,0.0,-0.0,-3.195792669430375e-05
base_link,386,383396666,0.0,-0.0,-3.195792669430375e-05
base_link,386,416730005,0.0,-0.0,-3.195792669430375e-05
base_link,386,450063344,0.0,-0.0,-3.195792669430375e-05
base_link,386,483396682,0.0,-0.0,-3.195792669430375e-05
base_link,386,516730021,0.0,-0.0,-3.195792669430375e-05
base_link,386,550063360,0.0,-0.0,-3.195792669430375e-05
base_link,386,583396699,0.0,-0.0,-3.195792669430375e-05
base_link,386,616730038,0.0,-0.0,-3.195792669430375e-05
base_link,386,650063376,0.0,-0.0,-3.195792669430375e-05
base_link,386,683396715,0.0,-0.0,-3.195792669430375e-05
base_link,386,716730054,0.0,-0.0,-3.195792669430375e-05
base_link,386,750063393,0.0,-0.0,-3.195792669430375e-05
base_link,386,783396732,0.0,-0.0,-3.195792669430375e-05
base_link,386,816730070,0.0,-0.0,-3.195792669430375e-05
base_link,386,850063409,0.0,-0.0,-3.195792669430375e-05
base_link,386,883396748,0.0,-0.0,-3.195792669430375e-05
base_link,386,916730087,0.0,-0.0,-3.195792669430375e-05
base_link,386,950063426,0.0,-0.0,-3.195792669430375e-05
base_link,386,983396764,0.0,-0.0,-3.195792669430375e-05
base_link,387,16730103,0.0,-0.0,-3.195792669430375e-05
base_link,387,50063442,0.0,-0.0,-3.195792669430375e-05
base_link,387,83396781,0.0,-0.0,-3.195792669430375e-05
base_link,387,116730120,0.0,-0.0,-3.195792669430375e-05
base_link,387,150063458,0.0,-0.0,-3.195792669430375e-05
base_link,387,183396797,0.0,-0.0,-3.195792669430375e-05
base_link,387,216730136,0.0,-0.0,-3.195792669430375e-05
base_link,387,250063475,0.0,-0.0,-3.195792669430375e-05
base_link,387,283396814,0.0,-0.0,-3.195792669430375e-05
base_link,387,316730152,0.0,-0.0,-3.195792669430375e-05
base_link,387,350063491,0.0,-0.0,-3.195792669430375e-05
base_link,387,383396830,0.0,-0.0,-3.195792669430375e-05
base_link,387,416730169,0.0,-0.0,-3.195792669430375e-05
base_link,387,450063508,0.0,-0.0,-3.195792669430375e-05
base_link,387,483396846,0.0,-0.0,-3.195792669430375e-05
base_link,387,516730185,0.0,-0.0,-3.195792669430375e-05
base_link,387,550063524,0.0,-0.0,-3.195792669430375e-05
base_link,387,583396863,0.0,-0.0,-3.195792669430375e-05
base_link,387,616730201,0.0,-0.0,-3.195792669430375e-05
base_link,387,650063540,0.0,-0.0,-3.195792669430375e-05
base_link,387,683396879,0.0,-0.0,-3.195792669430375e-05
base_link,387,716730218,0.0,-0.0,-3.195792669430375e-05
base_link,387,750063557,0.0,-0.0,-3.195792669430375e-05
base_link,387,783396895,0.0,-0.0,-3.195792669430375e-05
base_link,387,816730234,0.0,-0.0,-3.195792669430375e-05
base_link,387,850063573,0.0,-0.0,-3.195792669430375e-05
base_link,387,883396912,0.0,-0.0,-3.195792669430375e-05
base_link,387,916730251,0.0,-0.0,-3.195792669430375e-05
